Order_ID,Transaction_Date,Product_Category,Unit_Price,Quantity,Discount_Amount,Shipping_City,Payment_Method,Shipping_Cost,Order_Status,Net_Sales,Nama_Bulan,Nama_Hari,Jam_Transaksi
ORD-2023-00048,2023-01-01 23:35:31,Dress Casual,131000,2,33000.0,Kediri,E-Wallet,19000,Completed,229000.0,January,Sunday,23
ORD-2023-00049,2023-01-01 23:40:51,Celana Chino,306000,2,112000.0,Bogor,COD,14000,Completed,500000.0,January,Sunday,23
ORD-2023-00050,2023-01-02 02:28:44,Kemeja Casual,296000,2,0.0,Bekasi,Transfer Bank,9500,Completed,592000.0,January,Monday,2
ORD-2023-00051,2023-01-02 03:26:22,Celana Chino,185000,2,0.0,Yogyakarta,Transfer Bank,21000,Completed,370000.0,January,Monday,3
ORD-2023-00052,2023-01-02 06:18:23,Celana Chino,250000,2,0.0,Bandung,E-Wallet,10500,Completed,500000.0,January,Monday,6
ORD-2023-00053,2023-01-02 06:49:56,Kaos Polos,84000,1,8000.0,Balikpapan,E-Wallet,26500,Completed,76000.0,January,Monday,6
ORD-2023-00054,2023-01-02 06:55:13,Kemeja Casual,108000,3,41000.0,Cirebon,Transfer Bank,17000,Completed,283000.0,January,Monday,6
ORD-2023-00055,2023-01-02 07:41:18,Kemeja Formal,244000,4,112000.0,Manado,Transfer Bank,43000,Completed,864000.0,January,Monday,7
ORD-2023-00056,2023-01-02 10:13:59,Tank Top,67000,1,0.0,Ambon,Transfer Bank,71000,Completed,67000.0,January,Monday,10
ORD-2023-00057,2023-01-02 10:17:18,Celana Chino,326000,1,18000.0,Purwokerto,E-Wallet,20500,Completed,308000.0,January,Monday,10
ORD-2023-00058,2023-01-02 11:07:48,Blouse,101000,2,0.0,Sukabumi,Transfer Bank,17500,Completed,202000.0,January,Monday,11
ORD-2023-00059,2023-01-02 11:20:10,Jaket Denim,422000,2,61000.0,Bogor,E-Wallet,14000,Completed,783000.0,January,Monday,11
ORD-2023-00060,2023-01-02 11:27:14,Outer,416000,2,122000.0,Pekanbaru,E-Wallet,16500,Completed,710000.0,January,Monday,11
ORD-2023-00061,2023-01-02 12:08:54,Blouse,173000,3,0.0,Medan,COD,20500,Completed,519000.0,January,Monday,12
ORD-2023-00062,2023-01-02 12:18:28,Blouse,249000,3,56000.0,Tangerang Selatan,COD,11000,Completed,691000.0,January,Monday,12
ORD-2023-00063,2023-01-02 12:26:19,Celana Jeans,393000,5,0.0,Batam,E-Wallet,22000,Completed,1965000.0,January,Monday,12
ORD-2023-00064,2023-01-02 12:31:00,Kemeja Formal,175000,3,47000.0,Surabaya,Transfer Bank,11500,Completed,478000.0,January,Monday,12
ORD-2023-00065,2023-01-02 12:32:42,Celana Jeans,386000,1,0.0,Ambon,Transfer Bank,63000,Cancelled,386000.0,January,Monday,12
ORD-2023-00066,2023-01-02 12:38:56,Celana Jeans,303000,2,42000.0,Jakarta Pusat,Transfer Bank,13000,Completed,564000.0,January,Monday,12
ORD-2023-00067,2023-01-02 13:03:25,Sweater,318000,1,0.0,Tangerang Selatan,Kartu Kredit,14000,Completed,318000.0,January,Monday,13
ORD-2023-00068,2023-01-02 13:09:21,Kemeja Formal,302000,3,0.0,Malang,COD,18500,Completed,906000.0,January,Monday,13
ORD-2023-00069,2023-01-02 13:14:54,Jaket Hoodie,168000,1,19000.0,Bekasi,Kartu Kredit,12500,Completed,149000.0,January,Monday,13
ORD-2023-00070,2023-01-02 13:42:12,Kaos Grafis,173000,1,18000.0,Jakarta Utara,E-Wallet,14500,Completed,155000.0,January,Monday,13
ORD-2023-00071,2023-01-02 13:43:07,Kemeja Casual,135000,1,0.0,Bogor,COD,13000,Returned,135000.0,January,Monday,13
ORD-2023-00072,2023-01-02 14:24:50,Outer,289000,2,50000.0,Solo,Kartu Kredit,15500,Completed,528000.0,January,Monday,14
ORD-2023-00073,2023-01-02 16:28:13,Dress Formal,379000,1,0.0,Tangerang Selatan,E-Wallet,13000,Completed,379000.0,January,Monday,16
ORD-2023-00074,2023-01-02 16:30:46,Sweater,177000,1,17000.0,Tangerang Selatan,Transfer Bank,11000,Completed,160000.0,January,Monday,16
ORD-2023-00075,2023-01-02 16:40:51,Kemeja Formal,267000,4,84000.0,Palembang,E-Wallet,18500,Completed,984000.0,January,Monday,16
ORD-2023-00076,2023-01-02 17:11:46,Kaos Polos,137000,1,0.0,Yogyakarta,E-Wallet,18000,Returned,137000.0,January,Monday,17
ORD-2023-00077,2023-01-02 18:43:24,Celana Jeans,250000,2,0.0,Ambon,Transfer Bank,56000,Completed,500000.0,January,Monday,18
ORD-2023-00078,2023-01-02 19:13:02,Kaos Polos,73000,2,0.0,Jember,Kartu Kredit,17500,Completed,146000.0,January,Monday,19
ORD-2023-00079,2023-01-02 19:49:23,Blouse,157000,2,0.0,Mataram,COD,43000,Completed,314000.0,January,Monday,19
ORD-2023-00080,2023-01-02 19:52:54,Rok Mini,216000,3,54000.0,Jakarta Selatan,Transfer Bank,9500,Completed,594000.0,January,Monday,19
ORD-2023-00081,2023-01-02 20:47:15,Kaos Polos,123000,1,0.0,Tangerang,E-Wallet,11500,Completed,123000.0,January,Monday,20
ORD-2023-00082,2023-01-02 20:54:13,Kemeja Formal,340000,1,47000.0,Tangerang,COD,10000,Completed,293000.0,January,Monday,20
ORD-2023-00083,2023-01-02 21:04:30,Kemeja Formal,285000,3,82000.0,Makassar,Kartu Kredit,24500,Cancelled,773000.0,January,Monday,21
ORD-2023-00084,2023-01-02 21:19:06,Blouse,211000,1,31000.0,Jakarta Barat,Transfer Bank,11000,Cancelled,180000.0,January,Monday,21
ORD-2023-00085,2023-01-02 21:30:24,Kemeja Casual,235000,2,0.0,Bekasi,E-Wallet,14500,Completed,470000.0,January,Monday,21
ORD-2023-00086,2023-01-02 22:13:36,Dress Formal,353000,1,0.0,Tangerang Selatan,E-Wallet,11000,Completed,353000.0,January,Monday,22
ORD-2023-00087,2023-01-02 23:02:32,Tank Top,60000,1,3000.0,Jakarta Barat,COD,13000,Cancelled,57000.0,January,Monday,23
ORD-2023-00088,2023-01-02 23:49:36,Dress Casual,333000,1,21000.0,Surabaya,E-Wallet,15000,Completed,312000.0,January,Monday,23
ORD-2023-00089,2023-01-03 04:25:22,Celana Jeans,227000,3,57000.0,Yogyakarta,E-Wallet,20000,Completed,624000.0,January,Tuesday,4
ORD-2023-00090,2023-01-03 07:12:07,Kaos Polos,129000,1,0.0,Bandung,Transfer Bank,14000,Completed,129000.0,January,Tuesday,7
ORD-2023-00091,2023-01-03 07:55:01,Dress Casual,190000,2,32000.0,Tangerang,COD,9500,Returned,348000.0,January,Tuesday,7
ORD-2023-00092,2023-01-03 08:31:31,Kemeja Casual,101000,1,0.0,Medan,E-Wallet,17500,Completed,101000.0,January,Tuesday,8
ORD-2023-00093,2023-01-03 08:43:10,Sweater,174000,2,21000.0,Denpasar,Transfer Bank,25000,Completed,327000.0,January,Tuesday,8
ORD-2023-00094,2023-01-03 10:06:41,Kemeja Formal,212000,3,0.0,Surabaya,E-Wallet,13500,Completed,636000.0,January,Tuesday,10
ORD-2023-00095,2023-01-03 11:23:39,Kemeja Casual,173000,2,0.0,Jakarta Timur,Transfer Bank,14000,Completed,346000.0,January,Tuesday,11
ORD-2023-00096,2023-01-03 11:45:26,Kemeja Casual,104000,1,0.0,Semarang,COD,11500,Completed,104000.0,January,Tuesday,11
ORD-2023-00097,2023-01-03 12:03:14,Sweater,319000,1,0.0,Bekasi,E-Wallet,12500,Returned,319000.0,January,Tuesday,12
ORD-2023-00098,2023-01-03 12:26:50,Blouse,261000,4,156000.0,Manado,E-Wallet,31000,Completed,888000.0,January,Tuesday,12
ORD-2023-00099,2023-01-03 12:28:19,Cardigan,120000,1,10000.0,Banjarmasin,E-Wallet,25500,Cancelled,110000.0,January,Tuesday,12
ORD-2023-00100,2023-01-03 13:57:22,Rok Mini,164000,2,0.0,Balikpapan,Transfer Bank,28000,Completed,328000.0,January,Tuesday,13
ORD-2023-00101,2023-01-03 14:36:31,Tank Top,93000,1,11000.0,Jakarta Selatan,Transfer Bank,13500,Cancelled,82000.0,January,Tuesday,14
ORD-2023-00102,2023-01-03 15:01:24,Dress Casual,144000,1,0.0,Yogyakarta,Transfer Bank,18500,Completed,144000.0,January,Tuesday,15
ORD-2023-00103,2023-01-03 15:06:14,Dress Casual,187000,1,0.0,Yogyakarta,COD,16000,Completed,187000.0,January,Tuesday,15
ORD-2023-00104,2023-01-03 15:07:48,Tank Top,65000,4,0.0,Bandung,E-Wallet,14000,Completed,260000.0,January,Tuesday,15
ORD-2023-00105,2023-01-03 16:26:13,Tank Top,50000,3,16000.0,Denpasar,E-Wallet,23000,Completed,134000.0,January,Tuesday,16
ORD-2023-00106,2023-01-03 17:08:02,Tank Top,125000,3,0.0,Medan,E-Wallet,19000,Completed,375000.0,January,Tuesday,17
ORD-2023-00107,2023-01-03 17:15:17,Jaket Denim,218000,4,0.0,Yogyakarta,Transfer Bank,17000,Completed,872000.0,January,Tuesday,17
ORD-2023-00108,2023-01-03 19:41:49,Jaket Windbreaker,275000,1,21000.0,Bekasi,Transfer Bank,12000,Completed,254000.0,January,Tuesday,19
ORD-2023-00109,2023-01-03 19:42:41,Kemeja Casual,256000,1,27000.0,Tangerang Selatan,E-Wallet,0,Completed,229000.0,January,Tuesday,19
ORD-2023-00110,2023-01-03 20:30:20,Celana Jeans,383000,3,0.0,Depok,COD,12500,Completed,1149000.0,January,Tuesday,20
ORD-2023-00111,2023-01-03 20:31:25,Rok Mini,114000,1,10000.0,Purwokerto,E-Wallet,22000,Completed,104000.0,January,Tuesday,20
ORD-2023-00112,2023-01-03 20:46:28,Jaket Hoodie,374000,5,0.0,Samarinda,Transfer Bank,34500,Completed,1870000.0,January,Tuesday,20
ORD-2023-00113,2023-01-03 20:51:29,Dress Casual,302000,3,131000.0,Bekasi,Transfer Bank,10000,Completed,775000.0,January,Tuesday,20
ORD-2023-00114,2023-01-03 21:06:01,Blouse,244000,1,0.0,Jakarta Barat,COD,13500,Completed,244000.0,January,Tuesday,21
ORD-2023-00115,2023-01-03 21:09:03,Rok Mini,142000,3,55000.0,Pontianak,E-Wallet,43000,Completed,371000.0,January,Tuesday,21
ORD-2024-32664,2023-01-03 21:22:48,Celana Pendek,150000,4,0.0,Bekasi,Transfer Bank,13500,Completed,600000.0,January,Tuesday,21
ORD-2023-00117,2023-01-03 21:23:43,Kaos Polos,64000,1,8000.0,Bandar Lampung,E-Wallet,24500,Completed,56000.0,January,Tuesday,21
ORD-2023-00118,2023-01-03 21:28:59,Cardigan,232000,2,59000.0,Jakarta Selatan,COD,14500,Completed,405000.0,January,Tuesday,21
ORD-2023-00119,2023-01-03 21:30:31,Celana Chino,348000,1,0.0,Denpasar,E-Wallet,16000,Cancelled,348000.0,January,Tuesday,21
ORD-2023-00120,2023-01-03 22:02:18,Kemeja Casual,122000,2,0.0,Jakarta Barat,Transfer Bank,13500,Completed,244000.0,January,Tuesday,22
ORD-2023-00121,2023-01-03 22:21:07,Kaos Grafis,182000,1,16000.0,Batam,Transfer Bank,16000,Cancelled,166000.0,January,Tuesday,22
ORD-2023-00122,2023-01-04 06:28:56,Cardigan,278000,2,73000.0,Medan,E-Wallet,23500,Completed,483000.0,January,Wednesday,6
ORD-2023-00123,2023-01-04 07:21:51,Kaos Polos,71000,2,13000.0,Bandung,E-Wallet,10500,Completed,129000.0,January,Wednesday,7
ORD-2023-00124,2023-01-04 07:25:13,Celana Chino,276000,1,0.0,Kupang,COD,69500,Returned,276000.0,January,Wednesday,7
ORD-2023-00125,2023-01-04 07:39:36,Polo Shirt,228000,1,32000.0,Solo,E-Wallet,24000,Completed,196000.0,January,Wednesday,7
ORD-2023-00126,2023-01-04 09:13:24,Jaket Hoodie,180000,3,0.0,Palembang,Transfer Bank,23000,Completed,540000.0,January,Wednesday,9
ORD-2023-00127,2023-01-04 10:16:17,Jaket Windbreaker,267000,2,0.0,Jakarta Selatan,COD,14000,Completed,534000.0,January,Wednesday,10
ORD-2023-00128,2023-01-04 10:36:21,Jaket Hoodie,386000,2,0.0,Surabaya,Transfer Bank,11000,Completed,772000.0,January,Wednesday,10
ORD-2023-00129,2023-01-04 11:20:20,Celana Pendek,166000,4,37000.0,Bandung,E-Wallet,11500,Completed,627000.0,January,Wednesday,11
ORD-2023-00130,2023-01-04 11:20:35,Kaos Polos,103000,1,0.0,Semarang,E-Wallet,14500,Completed,103000.0,January,Wednesday,11
ORD-2023-00131,2023-01-04 11:47:11,Celana Jeans,248000,2,0.0,Malang,E-Wallet,21000,Completed,496000.0,January,Wednesday,11
ORD-2023-00132,2023-01-04 11:50:06,Cardigan,217000,3,62000.0,Bandung,Transfer Bank,12000,Completed,589000.0,January,Wednesday,11
ORD-2023-00133,2023-01-04 12:08:07,Celana Pendek,144000,4,0.0,Denpasar,COD,15500,Completed,576000.0,January,Wednesday,12
ORD-2023-00134,2023-01-04 12:08:11,Dress Formal,472000,1,0.0,Mataram,COD,43500,Completed,472000.0,January,Wednesday,12
ORD-2023-00135,2023-01-04 12:46:11,Kemeja Casual,237000,1,0.0,Jakarta Barat,E-Wallet,10000,Completed,237000.0,January,Wednesday,12
ORD-2023-00136,2023-01-04 12:59:17,Celana Pendek,152000,1,17000.0,Banjarmasin,E-Wallet,42500,Completed,135000.0,January,Wednesday,12
ORD-2023-00137,2023-01-04 13:00:43,Kemeja Casual,273000,1,14000.0,Jakarta Timur,COD,11500,Completed,259000.0,January,Wednesday,13
ORD-2023-00138,2023-01-04 13:38:13,Kemeja Formal,387000,4,171000.0,Bekasi,Kartu Kredit,14500,Completed,1377000.0,January,Wednesday,13
ORD-2023-00139,2023-01-04 13:39:33,Blouse,161000,2,16000.0,Medan,Transfer Bank,22500,Completed,306000.0,January,Wednesday,13
ORD-2023-00140,2023-01-04 13:43:37,Celana Chino,152000,4,31000.0,Surabaya,Kartu Kredit,14000,Completed,577000.0,January,Wednesday,13
ORD-2023-00141,2023-01-04 13:44:36,Sweater,327000,2,87000.0,Jakarta Timur,Transfer Bank,9000,Completed,567000.0,January,Wednesday,13
ORD-2023-00142,2023-01-04 15:33:59,Rok Midi,195000,4,0.0,Makassar,COD,16000,Completed,780000.0,January,Wednesday,15
ORD-2023-00143,2023-01-04 15:51:32,Celana Jeans,255000,2,33000.0,Tangerang,Kartu Kredit,13500,Completed,477000.0,January,Wednesday,15
ORD-2023-00144,2023-01-04 16:33:28,Polo Shirt,117000,3,37000.0,Bogor,Kartu Kredit,14500,Completed,314000.0,January,Wednesday,16
ORD-2023-00145,2023-01-04 17:35:55,Kaos Grafis,101000,2,13000.0,Depok,Transfer Bank,11000,Completed,189000.0,January,Wednesday,17
ORD-2023-00146,2023-01-04 18:25:31,Kemeja Casual,101000,1,11000.0,Medan,Transfer Bank,24000,Completed,90000.0,January,Wednesday,18
ORD-2023-00147,2023-01-04 18:51:20,Kemeja Casual,244000,2,67000.0,Depok,E-Wallet,11500,Completed,421000.0,January,Wednesday,18
ORD-2023-00148,2023-01-04 19:00:05,Kaos Polos,146000,3,56000.0,Medan,Transfer Bank,18500,Completed,382000.0,January,Wednesday,19
ORD-2023-00149,2023-01-04 19:02:35,Celana Jeans,152000,2,15000.0,Medan,Transfer Bank,20500,Completed,289000.0,January,Wednesday,19
ORD-2023-00150,2023-01-04 19:06:46,Dress Casual,180000,2,0.0,Samarinda,COD,25000,Completed,360000.0,January,Wednesday,19
ORD-2023-00151,2023-01-04 19:10:44,Kemeja Formal,351000,1,31000.0,Sukabumi,Transfer Bank,18000,Cancelled,320000.0,January,Wednesday,19
ORD-2023-00152,2023-01-04 19:40:32,Celana Jeans,384000,2,80000.0,Banjarmasin,Transfer Bank,39500,Completed,688000.0,January,Wednesday,19
ORD-2023-00153,2023-01-04 20:13:23,Rok Midi,229000,4,110000.0,Surabaya,COD,13500,Completed,806000.0,January,Wednesday,20
ORD-2023-00154,2023-01-04 20:25:44,Kemeja Formal,189000,4,106000.0,Jakarta Pusat,Transfer Bank,9000,Completed,650000.0,January,Wednesday,20
ORD-2023-00155,2023-01-04 20:26:05,Dress Casual,332000,4,184000.0,Jakarta Utara,Transfer Bank,13000,Completed,1144000.0,January,Wednesday,20
ORD-2023-00156,2023-01-04 20:31:40,Polo Shirt,241000,2,0.0,Purwokerto,Kartu Kredit,21500,Completed,482000.0,January,Wednesday,20
ORD-2023-00157,2023-01-04 21:19:43,Outer,321000,2,0.0,Tasikmalaya,Kartu Kredit,19500,Completed,642000.0,January,Wednesday,21
ORD-2023-00158,2023-01-04 21:27:14,Kemeja Casual,296000,1,25000.0,Bekasi,Kartu Kredit,11000,Completed,271000.0,January,Wednesday,21
ORD-2023-00159,2023-01-04 22:07:45,Polo Shirt,193000,1,0.0,Sukabumi,COD,22000,Cancelled,193000.0,January,Wednesday,22
ORD-2023-00160,2023-01-04 22:43:22,Dress Formal,306000,4,74000.0,Depok,Transfer Bank,13500,Completed,1150000.0,January,Wednesday,22
ORD-2023-00161,2023-01-04 23:35:49,Celana Jeans,369000,1,0.0,Ambon,E-Wallet,64000,Completed,369000.0,January,Wednesday,23
ORD-2023-00162,2023-01-04 23:53:38,Tank Top,55000,3,0.0,Tasikmalaya,COD,19500,Completed,165000.0,January,Wednesday,23
ORD-2023-00163,2023-01-05 08:20:31,Kaos Polos,84000,1,0.0,Tasikmalaya,E-Wallet,16000,Completed,84000.0,January,Thursday,8
ORD-2023-00164,2023-01-05 08:34:34,Celana Chino,315000,2,0.0,Jakarta Timur,COD,12500,Completed,630000.0,January,Thursday,8
ORD-2023-00165,2023-01-05 08:43:14,Rok Midi,207000,1,0.0,Palembang,E-Wallet,24500,Returned,207000.0,January,Thursday,8
ORD-2023-00166,2023-01-05 09:40:57,Polo Shirt,159000,1,18000.0,Jakarta Selatan,E-Wallet,14500,Completed,141000.0,January,Thursday,9
ORD-2023-00167,2023-01-05 10:21:25,Jaket Windbreaker,347000,4,203000.0,Tangerang,E-Wallet,9500,Completed,1185000.0,January,Thursday,10
ORD-2023-00168,2023-01-05 10:30:13,Jaket Windbreaker,206000,2,0.0,Depok,E-Wallet,13000,Completed,412000.0,January,Thursday,10
ORD-2023-00169,2023-01-05 11:17:16,Jaket Windbreaker,200000,1,0.0,Jakarta Barat,Kartu Kredit,11500,Completed,200000.0,January,Thursday,11
ORD-2023-00170,2023-01-05 11:19:14,Kaos Polos,138000,2,26000.0,Bandung,E-Wallet,12000,Completed,250000.0,January,Thursday,11
ORD-2023-00171,2023-01-05 11:44:15,Dress Casual,250000,2,51000.0,Jakarta Pusat,COD,13500,Cancelled,449000.0,January,Thursday,11
ORD-2023-00172,2023-01-05 11:52:49,Blouse,115000,3,37000.0,Makassar,COD,24500,Completed,308000.0,January,Thursday,11
ORD-2023-00173,2023-01-05 13:13:06,Polo Shirt,181000,2,0.0,Balikpapan,COD,39500,Completed,362000.0,January,Thursday,13
ORD-2023-00174,2023-01-05 13:37:06,Kemeja Formal,173000,2,0.0,Jakarta Utara,Kartu Kredit,14000,Completed,346000.0,January,Thursday,13
ORD-2023-00175,2023-01-05 13:47:42,Celana Pendek,81000,1,0.0,Jakarta Utara,COD,9500,Completed,81000.0,January,Thursday,13
ORD-2023-00176,2023-01-05 14:15:04,Cardigan,199000,1,12000.0,Tasikmalaya,E-Wallet,21000,Completed,187000.0,January,Thursday,14
ORD-2023-00177,2023-01-05 14:33:28,Kemeja Formal,260000,2,30000.0,Jakarta Selatan,E-Wallet,9000,Completed,490000.0,January,Thursday,14
ORD-2023-00178,2023-01-05 15:09:57,Celana Chino,167000,3,0.0,Samarinda,E-Wallet,27000,Completed,501000.0,January,Thursday,15
ORD-2023-00179,2023-01-05 15:39:35,Polo Shirt,101000,4,23000.0,Sukabumi,E-Wallet,20000,Completed,381000.0,January,Thursday,15
ORD-2023-00180,2023-01-05 16:37:12,Celana Jeans,208000,3,0.0,Kupang,E-Wallet,71000,Completed,624000.0,January,Thursday,16
ORD-2023-00181,2023-01-05 19:35:04,Celana Chino,330000,1,33000.0,Jakarta Timur,E-Wallet,9000,Completed,297000.0,January,Thursday,19
ORD-2023-00182,2023-01-05 19:37:49,Kemeja Formal,198000,5,125000.0,Jakarta Timur,E-Wallet,12000,Completed,865000.0,January,Thursday,19
ORD-2023-00183,2023-01-05 20:14:57,Kaos Polos,80000,4,0.0,Jakarta Barat,Transfer Bank,12500,Completed,320000.0,January,Thursday,20
